latitude,longitude
42.890567,-78.799628
42.89756388,-78.84155753
42.92771838,-78.88947399
42.8836119,-78.875063
42.9584356,-78.85610097
42.89470742,-78.84617018
42.83801277,-78.82381998
42.9102995,-78.86631897
42.89028165,-78.87230996
42.88472202,-78.87896299
42.8923074,-78.8711053
42.93056409,-78.83139208
42.90356285,-78.88267343
42.93796269,-78.82846589
42.8972557,-78.83554472
42.92456992,-78.85402581
42.91632777,-78.89079888
42.89967267,-78.89071611
42.86934887,-78.80842526
42.93576961,-78.90323068
42.90956751,-78.85123523
42.89512897,-78.86505539
42.9115773,-78.80999546
42.8820484,-78.87294313
42.94816047,-78.88935117
42.8893487,-78.88136526
42.92653789,-78.89414962
42.92094768,-78.88697638
42.91743101,-78.8987935
42.93288236,-78.81735522
42.95243128,-78.82448911
42.91534872,-78.86448183
42.9408196,-78.83949447
42.90668527,-78.83976367
42.88956825,-78.86122388
42.9582073,-78.89788101
42.9114772,-78.89865115
42.9543343,-78.89939283
42.94446083,-78.81766052
42.90484725,-78.81377794
42.89526064,-78.8076981
42.91768409,-78.82913214
42.8471356,-78.8323057
42.95375145,-78.82300009
42.84832947,-78.82400917
42.91552511,-78.89337074
42.92891318,-78.81986606
42.90405676,-78.81116229
42.87762541,-78.81501972
42.88255937,-78.86612554
42.93916494,-78.81605566
42.91112691,-78.899065
42.84178098,-78.81947203
42.88696263,-78.87188401
42.92803475,-78.88398675
42.89445096,-78.82560654
42.91632757,-78.89087354
42.92985979,-78.81367983
42.89137791,-78.8255572
42.90345381,-78.82422348
42.93218136,-78.8245968
42.92706046,-78.80605702
42.88424996,-78.87037887
42.89587552,-78.87375422
42.94581335,-78.81370659
42.92229843,-78.88832855
42.9475164,-78.88389479
42.91713984,-78.83958302
42.94432436,-78.86595188
42.88820376,-78.80713112
42.87159219,-78.80650128
42.8901724,-78.8723944
42.89691697,-78.81400965
42.94619216,-78.90667174
42.84799655,-78.81241049
42.94450138,-78.90296536
42.86717525,-78.8056776
42.83076696,-78.84947799
42.92021069,-78.88551673
42.87131683,-78.8516293
42.86627531,-78.86011224
42.9348315,-78.8149517
42.87356363,-78.86439769
42.9144261,-78.8383772
42.87791291,-78.88060937
42.84152,-78.83067
42.92250749,-78.80510723
42.90909687,-78.87538403
42.92651034,-78.82826172
42.90608291,-78.85118281
42.90701081,-78.80187895
42.91568934,-78.84995514
42.94774982,-78.86855785
42.94048776,-78.90567088
42.85263752,-78.82395131
42.89885347,-78.84495619
42.86436201,-78.86827249
42.87207078,-78.80723948
42.88927774,-78.87728797
42.93988719,-78.81976105
42.88496713,-78.80721149
42.89075936,-78.87865597
42.89943107,-78.8782495
42.94140558,-78.81910034
42.90866471,-78.89363498
42.93147707,-78.80240889
42.92880063,-78.84993846
42.92625278,-78.85015005
42.92771838,-78.88947399
42.89943367,-78.87724183
42.94590767,-78.82125157
42.89615,-78.86264
42.87710295,-78.80162414
42.94080982,-78.88826906
42.88298571,-78.85937699
42.8879705,-78.8780099
42.9114597,-78.86656853
42.90424139,-78.86393982
42.92591678,-78.88604797
42.87394263,-78.86648856
42.90225502,-78.87912139
42.90081431,-78.88445161
42.87066954,-78.85845318
42.88659322,-78.87688235
42.91122958,-78.89106657
42.91203021,-78.841625
42.91062283,-78.82063054
42.90909687,-78.87538403
42.94853,-78.90283
42.91246376,-78.88898785
42.93458415,-78.81706292
42.93028426,-78.81312594
42.91038478,-78.85373976
42.89893931,-78.81801057
42.90053445,-78.86504267
42.89941452,-78.87399476
42.90440135,-78.81717282
42.93227913,-78.83106376
42.95289251,-78.87398481
42.8858648,-78.87199084
42.90436186,-78.80095216
42.89070928,-78.87678992
42.91999649,-78.88349965
42.91393054,-78.83912176
42.87358744,-78.80336514
42.923196,-78.8770934
42.94810421,-78.80691725
42.95729061,-78.82320061
42.9490652,-78.90244123
42.88954972,-78.87884394
42.89223166,-78.82406785
42.907228,-78.88709567
42.95318558,-78.90252153
42.86041379,-78.81513074
42.90337872,-78.82106483
42.90956629,-78.79994693
42.89137407,-78.81413826
42.91910112,-78.86882325
42.92222641,-78.89105222
42.92215471,-78.79943786
42.92966581,-78.80673853
42.94851956,-78.88845652
42.90990005,-78.89341721
42.92037764,-78.89488844
42.85069734,-78.80645371
42.89366107,-78.81870044
42.91768409,-78.82913214
42.92265516,-78.81369496
42.88414533,-78.8791468
42.90189538,-78.8906525
42.91111844,-78.85676658
42.93053,-78.84656
42.93460288,-78.80993306
42.91708169,-78.8961038
42.84832947,-78.82400917
42.92022607,-78.81091784
42.91476509,-78.83397355
42.90425879,-78.86800827
42.85235373,-78.80123862
42.93876691,-78.90300293
42.85470667,-78.81855161
42.9224907,-78.8255346
42.83444619,-78.82358246
42.90911408,-78.88979251
0,0
42.90161488,-78.87191501
42.95822399,-78.90176624
42.88096171,-78.85737959
42.89072658,-78.86996111
42.92677062,-78.80015846
42.91617014,-78.84372282
42.93028426,-78.81312594
42.95786337,-78.87221508
42.90222377,-78.87308094
42.93837473,-78.81047787
42.91109141,-78.86597921
42.94977892,-78.86825531
42.92531525,-78.85212487
42.90553,-78.89136
42.93310431,-78.83593079
42.89011,-78.81506644
42.91543377,-78.87713892
42.84832947,-78.82400917
42.88514054,-78.85396529
42.88949893,-78.80780611
42.85018648,-78.81499172
42.95291884,-78.90553999
42.94402882,-78.89778999
42.89558735,-78.80650352
42.86771946,-78.84874401
42.90066324,-78.82521972
42.91458971,-78.82043887
42.91768409,-78.82913214
42.95797484,-78.8175568
42.91768409,-78.82913214
42.92880507,-78.84993703
42.89885347,-78.84495619
42.90023174,-78.85897484
42.93999218,-78.81577627
42.91380056,-78.82396108
42.9256631,-78.88849304
42.88265697,-78.86688866
42.8895572,-78.803198
42.91044381,-78.81424673
42.89547966,-78.85621233
42.91744873,-78.86233286
42.8879906,-78.8621861
42.94717308,-78.82392165
42.91107337,-78.83668681
42.88467175,-78.80388959
42.85742628,-78.80315856
42.90744427,-78.89844396
42.9105385,-78.82160076
42.89289048,-78.87146384
42.9510314,-78.8374077
42.90053445,-78.86504267
42.88211035,-78.83536913
42.90880472,-78.82405768
42.92097973,-78.8005096
42.92506715,-78.89580816
42.89710421,-78.88667277
42.90047677,-78.88464992
42.93685989,-78.84328716
42.92591625,-78.80179641
42.91283321,-78.82642513
42.84078222,-78.80993567
42.94643219,-78.83288141
42.8993699,-78.8699265
42.93008385,-78.80864919
42.94920255,-78.80651036
42.92200359,-78.83391513
42.89583334,-78.88988088
42.95452788,-78.83204298
42.94387574,-78.84697682
42.93363903,-78.80947887
42.84799655,-78.81241049
42.95797,-78.89604
42.91280202,-78.81500212
42.91615459,-78.89717537
42.90420371,-78.81866485
42.8694387,-78.80618547
42.8841563,-78.8528774
42.94144786,-78.81507215
42.89448541,-78.80873866
42.89920264,-78.87097072
42.89528562,-78.88953743
42.90055797,-78.84350783
42.88823164,-78.87994993
42.92969947,-78.80352742
42.88539276,-78.8517276
42.94987361,-78.90501017
42.89350461,-78.88859567
42.92088286,-78.80805084
42.93757972,-78.80989581
42.913492,-78.8934285
0,0
42.90726706,-78.82457426
42.95123958,-78.90663512
42.89123508,-78.85264854
42.94338976,-78.81367879
42.91059031,-78.86678881
42.95906762,-78.8954922
42.92880507,-78.84993703
42.96215872,-78.89506819
42.94502828,-78.885697
42.93752647,-78.89501223
42.90468511,-78.81496135
42.94256076,-78.84607487
42.86687662,-78.85897022
42.91763009,-78.82872127
42.89975639,-78.82521453
42.88316043,-78.87802274
42.89895007,-78.87155714
42.88316043,-78.87802274
42.94122066,-78.8780754
42.95539074,-78.82633108
42.94715445,-78.80921614
42.94793119,-78.81117462
42.91999105,-78.85258707
42.89137747,-78.83839416
42.93686062,-78.84328765
42.84196216,-78.8246929
42.89701883,-78.80022805
42.88031064,-78.85424266
42.88184791,-78.8539509
42.89999992,-78.89146417
42.92218068,-78.87712591
42.91066994,-78.89282381
42.89057686,-78.87492348
42.94765494,-78.81210737
42.88971467,-78.81418187
42.94778443,-78.82906512
42.96192185,-78.89408928
42.91189245,-78.81701449
42.90417684,-78.86785859
42.91004449,-78.80808611
42.91523126,-78.84633205
42.8994204,-78.86055901
42.90286021,-78.87852711
42.88995965,-78.80790123
42.87762541,-78.81501972
42.90454044,-78.81624023
42.90345326,-78.83717492
42.88778871,-78.85399285
42.94878253,-78.84901474
42.90237759,-78.86311025
42.92238141,-78.82664934
42.89276737,-78.83882034
42.9475164,-78.88389479
42.9438206,-78.8340227
42.93460263,-78.81023297
42.9401416,-78.89188834
42.83664216,-78.82318085
42.91073156,-78.80752868
42.93715103,-78.89179872
42.93028426,-78.81312594
42.9390167,-78.8393219
42.90341869,-78.83667785
42.88472202,-78.87896299
42.90769828,-78.89586972
42.89643763,-78.82031491
42.91547258,-78.8821711
42.88239032,-78.85260157
0,0
42.8901028,-78.872975
42.93634379,-78.83013869
42.92276279,-78.80224874
42.95944446,-78.9068532
42.88476105,-78.81426285
42.8800707,-78.8655659
42.92592876,-78.81368777
42.90339941,-78.83472516
42.85114168,-78.81753119
42.883178,-78.861182
42.87101215,-78.81525612
42.90215518,-78.81529817
42.91078964,-78.87688931
42.88265697,-78.86688866
42.87457731,-78.80228676
42.85719867,-78.82949982
42.89424882,-78.85456489
42.91516174,-78.88560406
42.94705,-78.88895
42.88769074,-78.86599171
42.88316043,-78.87802274
42.88588591,-78.87449094
42.92771838,-78.88947399
42.92668231,-78.8029566
42.85058159,-78.80951125
42.84832947,-78.82400917
42.91274931,-78.82717139
42.90642809,-78.83196151
42.89289048,-78.87146384
42.94520089,-78.80425494
42.90848703,-78.89841195
42.88548268,-78.8380958
42.94046539,-78.82574953
42.87819972,-78.83438149
42.90880147,-78.81226225
42.90910924,-78.87536963
42.89750276,-78.84204198
42.95711048,-78.83048441
42.92035507,-78.82469999
42.94884108,-78.9013817
42.91983928,-78.89104034
42.9074756,-78.85402565
42.88591968,-78.87199109
42.88313383,-78.84497054
42.9475164,-78.88389479
42.92599941,-78.81531294
42.92529383,-78.84954851
42.9136063,-78.8263944
42.94751789,-78.88388313
42.92379026,-78.79951629
42.94407191,-78.89952707
42.84927,-78.8142
42.92289796,-78.81574933
42.93447096,-78.81874292
42.87357663,-78.86438448
42.91680765,-78.80029606
42.91576242,-78.88672694
42.91768409,-78.82913214
42.93012157,-78.81215449
42.9144261,-78.8383772
42.87302522,-78.8601424
42.90161488,-78.87191501
42.89075936,-78.87865597
42.92425899,-78.82105624
42.87155698,-78.84330966
42.90238947,-78.89058031
42.90379773,-78.85149289
42.94809736,-78.82383722
42.94900021,-78.84980006
42.95036323,-78.82926214
42.87622798,-78.8272887
42.91341976,-78.88215197
42.92293834,-78.79960157
42.88472202,-78.87896299
42.93437235,-78.81809468
42.95568538,-78.82969424
42.84832947,-78.82400917
42.93240662,-78.83467988
42.89353969,-78.84082874
42.85659934,-78.8318361
42.85988519,-78.82215186
42.94187451,-78.89248216
42.93991042,-78.82866034
42.87291402,-78.86073879
42.91825118,-78.89610213
42.88938357,-78.85061515
42.87968512,-78.839913
42.87884136,-78.88233005
42.9144261,-78.8383772
42.9488728,-78.82040391
42.84903042,-78.80290504
42.91688558,-78.86452881
42.93108571,-78.81025369
42.93910032,-78.90140625
42.84833428,-78.82399324
42.88475375,-78.85508298
42.91701033,-78.8233803
42.87321067,-78.82682915
42.90501681,-78.81131512
42.92803475,-78.88398675
42.83711705,-78.80539817
42.94109129,-78.90325494
42.89503801,-78.82141955
42.90109,-78.88564
42.92402292,-78.80182706
42.9499842,-78.90471193
42.88322929,-78.87253823
42.92193145,-78.8440831
42.95186718,-78.83165874
42.915853,-78.8931529
42.91758493,-78.8107268
42.84064643,-78.82405392
42.89296691,-78.83929633
42.91623141,-78.80030873
42.87131683,-78.8516293
42.90053445,-78.86504267
42.8801061,-78.85946516
42.89130473,-78.84699582
42.90509005,-78.81583172
42.90235024,-78.8630728
42.8548804,-78.82731654
42.88316043,-78.87802274
42.90768755,-78.80665914
42.91600194,-78.82009121
42.86490516,-78.82280532
42.90619986,-78.80971448
42.84832947,-78.82400917
42.92064092,-78.86752366
42.90053445,-78.86504267
42.90514545,-78.88604034
42.95953219,-78.8950112
42.91768409,-78.82913214
42.84832947,-78.82400917
42.88549,-78.83805
0,0
42.89248074,-78.83976168
42.86949219,-78.84569013
42.86876951,-78.81159201
42.90955797,-78.87747656
42.88500972,-78.83926343
42.92232549,-78.79984228
42.92322656,-78.8122637
42.94501059,-78.81717706
42.92907328,-78.81495108
42.95175754,-78.86703178
42.91875451,-78.80192044
