type,time,reclat,reclon,altitude (ft),eos,name,desc
T,10/16/2020 16:35,42.95031027,-78.82330569,681.7,1,,
T,10/13/2020 23:17,42.90469947,-78.87215559,659.1,1,,
T,10/16/2020 16:35,42.95031777,-78.82329513,682,1,,
T,10/13/2020 23:17,42.90472252,-78.87219306,658.7,1,,
T,10/16/2020 16:35,42.95029661,-78.82331005,682.2,1,,
T,10/13/2020 23:17,42.90476447,-78.8722084,657.9,1,,
T,10/16/2020 16:35,42.95027406,-78.82331106,682.4,1,,
T,10/13/2020 23:17,42.90481686,-78.87220203,659.8,1,,
T,10/16/2020 16:35,42.95024548,-78.82331039,683.1,1,,
T,10/13/2020 23:17,42.90488798,-78.87218786,660.4,1,,
T,10/16/2020 16:35,42.95022285,-78.82332489,683.4,1,,
T,10/13/2020 23:17,42.90496292,-78.87216825,660.7,1,,
T,10/16/2020 16:35,42.95020684,-78.82331835,683.4,1,,
T,10/13/2020 23:17,42.90504933,-78.87214294,661.6,1,,
T,10/16/2020 16:35,42.95022348,-78.82330201,684.4,1,,
T,10/13/2020 23:17,42.90513868,-78.87211578,660.1,1,,
T,10/16/2020 16:35,42.95026321,-78.82326353,684.3,1,,
T,10/13/2020 23:17,42.9052311,-78.8720882,660.1,1,,
T,10/16/2020 16:35,42.9502529,-78.82328684,683.7,1,,
T,10/13/2020 23:17,42.90531898,-78.87206113,660.1,1,,
T,10/16/2020 16:35,42.95026392,-78.82324954,684.1,1,,
T,10/13/2020 23:17,42.90540116,-78.87203498,660.2,1,,
T,10/16/2020 16:35,42.95027129,-78.82322665,684.7,1,,
T,10/13/2020 23:17,42.90548666,-78.87200539,660,1,,
T,10/16/2020 16:35,42.95029485,-78.82319053,686.2,1,,
T,10/13/2020 23:17,42.90557756,-78.87197748,659.7,1,,
T,10/16/2020 16:35,42.95031132,-78.82315742,687,1,,
T,10/13/2020 23:17,42.90567714,-78.87194554,659.9,1,,
T,10/16/2020 16:35,42.95032963,-78.82316714,685.8,1,,
T,10/13/2020 23:17,42.90577227,-78.87191336,660.9,1,,
T,10/16/2020 16:35,42.9503474,-78.82317452,685.9,1,,
T,10/13/2020 23:17,42.90587089,-78.87188419,661.3,1,,
T,10/16/2020 16:35,42.95034309,-78.82318743,685.4,1,,
T,10/13/2020 23:17,42.90596983,-78.87185569,662,1,,
T,10/16/2020 16:35,42.95033827,-78.82322079,686.3,1,,
T,10/13/2020 23:17,42.90607188,-78.87182451,661.9,1,,
T,10/16/2020 16:35,42.95031052,-78.82323487,686.3,1,,
T,10/13/2020 23:17,42.90617188,-78.87179534,662.2,1,,
T,10/16/2020 16:35,42.95026572,-78.82323646,687.2,1,,
T,10/13/2020 23:17,42.90627468,-78.87176399,661.9,1,,
T,10/16/2020 16:35,42.95026333,-78.82320981,686.5,1,,
T,10/13/2020 23:17,42.90638482,-78.87173214,661.8,1,,
T,10/16/2020 16:35,42.95022871,-78.8232119,688.7,1,,
T,10/13/2020 23:17,42.9064927,-78.87170029,661.1,1,,
T,10/16/2020 16:36,42.95026241,-78.82319287,687.8,1,,
T,10/13/2020 23:17,42.90661256,-78.87166517,660.9,1,,
T,10/16/2020 16:36,42.95029803,-78.82318944,685.4,1,,
T,10/13/2020 23:17,42.90673326,-78.87162896,660.4,1,,
T,10/16/2020 16:36,42.950365,-78.82319153,683.9,1,,
T,10/13/2020 23:17,42.90685446,-78.87159334,660.7,1,,
T,10/16/2020 16:36,42.95035084,-78.82321727,683.5,1,,
T,10/13/2020 23:17,42.90697738,-78.87155453,660,1,,
T,10/16/2020 16:36,42.95032783,-78.82325222,683.4,1,,
T,10/13/2020 23:17,42.90710273,-78.87151765,659.8,1,,
T,10/16/2020 16:36,42.95029774,-78.8232658,683.2,1,,
T,10/13/2020 23:17,42.90722494,-78.87148119,659.7,1,,
T,10/16/2020 16:36,42.95019229,-78.82327301,683.8,1,,
T,10/13/2020 23:17,42.9073461,-78.87144682,659.6,1,,
T,10/16/2020 16:36,42.95020508,-78.82329069,684.6,1,,
T,10/13/2020 23:17,42.90746994,-78.87141153,660.2,1,,
T,10/16/2020 16:36,42.95018794,-78.82329916,684.5,1,,
T,10/13/2020 23:17,42.90759291,-78.87137633,660.9,1,,
T,10/16/2020 16:36,42.95022871,-78.82330477,684.3,1,,
T,10/13/2020 23:17,42.90771516,-78.87133886,660.6,1,,
T,10/16/2020 16:36,42.95025818,-78.82325909,684.6,1,,
T,10/13/2020 23:17,42.90784549,-78.87130299,660.7,1,,
T,10/16/2020 16:36,42.95028098,-78.82320788,685.4,1,,
T,10/13/2020 23:17,42.90797131,-78.87126418,660,1,,
T,10/16/2020 16:36,42.95027968,-78.82320352,686.8,1,,
T,10/13/2020 23:17,42.90809385,-78.87123216,660.3,1,,
T,10/16/2020 16:36,42.95028445,-78.82327309,689,1,,
T,10/13/2020 23:17,42.90821966,-78.87119595,658.7,1,,
T,10/16/2020 16:37,42.95027846,-78.82323093,690.6,1,,
T,10/13/2020 23:17,42.90834401,-78.8711589,658.2,1,,
T,10/16/2020 16:37,42.95026233,-78.82321953,689.5,1,,
T,10/13/2020 23:17,42.90846944,-78.87112211,658,1,,
T,10/16/2020 16:37,42.95026233,-78.82321953,690.1,1,,
T,10/13/2020 23:17,42.90859144,-78.87108472,656.4,1,,
T,10/16/2020 16:37,42.95026467,-78.82317209,690,1,,
T,10/13/2020 23:17,42.90871717,-78.87104994,656.1,1,,
T,10/16/2020 16:37,42.95025901,-78.82318122,690,1,,
T,10/13/2020 23:17,42.90884608,-78.8710113,656.6,1,,
T,10/16/2020 16:37,42.95026685,-78.82318416,690.6,1,,
T,10/13/2020 23:17,42.90897353,-78.870975,657.2,1,,
T,10/16/2020 16:37,42.95027796,-78.82310805,688.9,1,,
T,10/13/2020 23:17,42.90909825,-78.87093603,658.4,1,,
T,10/16/2020 16:37,42.95029464,-78.8231285,688.1,1,,
T,10/13/2020 23:17,42.90922293,-78.8708973,659.1,1,,
T,10/16/2020 16:37,42.95025026,-78.82317745,687.9,1,,
T,10/13/2020 23:17,42.90934707,-78.87085917,659,1,,
T,10/16/2020 16:37,42.95025126,-78.82313923,684.5,1,,
T,10/13/2020 23:17,42.90946697,-78.87082673,659.6,1,,
T,10/16/2020 16:37,42.95031593,-78.82317276,684.4,1,,
T,10/13/2020 23:17,42.90958038,-78.87078909,661.4,1,,
T,10/16/2020 16:37,42.95034053,-78.82318935,683.7,1,,
T,10/13/2020 23:17,42.90967434,-78.87076822,661.8,1,,
T,10/16/2020 16:37,42.95034053,-78.82318935,684.1,1,,
T,10/13/2020 23:17,42.90974374,-78.87077275,662.4,1,,
T,10/16/2020 16:38,42.95033785,-78.82325079,684.6,1,,
T,10/13/2020 23:17,42.909786,-78.87076186,663.1,1,,
T,10/16/2020 16:38,42.95033785,-78.82325079,686,1,,
T,10/13/2020 23:17,42.90986546,-78.87085808,665,1,,
T,10/16/2020 16:38,42.95028559,-78.82325792,685.6,1,,
T,10/13/2020 23:17,42.90986546,-78.87091616,664,1,,
T,10/16/2020 16:39,42.95029258,-78.82328156,693,1,,
T,10/13/2020 23:17,42.90985237,-78.87097685,664,1,,
T,10/16/2020 16:40,42.95029988,-78.82325222,685.5,1,,
T,10/13/2020 23:17,42.90985087,-78.87104256,663.9,1,,
T,10/16/2020 16:40,42.95029912,-78.82323847,685.4,1,,
T,10/13/2020 23:17,42.90985468,-78.87110333,663.9,1,,
T,10/16/2020 16:40,42.95028542,-78.82324509,684.9,1,,
T,10/13/2020 23:17,42.90985736,-78.8711646,668.1,1,,
T,10/16/2020 16:40,42.95030231,-78.82325498,687.6,1,,
T,10/13/2020 23:17,42.90986013,-78.87122378,663.6,1,,
T,10/16/2020 16:40,42.95028952,-78.82324174,687.4,1,,
T,10/13/2020 23:17,42.90986319,-78.87126175,664,1,,
T,10/16/2020 16:41,42.95028952,-78.82324174,691.7,1,,
T,10/13/2020 23:17,42.90986356,-78.8712941,663.9,1,,
T,10/16/2020 16:45,42.95026647,-78.82325825,686.6,1,,
T,10/13/2020 23:17,42.9098652,-78.87131849,663.6,1,,
T,10/16/2020 16:45,42.95024313,-78.82325934,682,1,,
T,10/13/2020 23:18,42.90986717,-78.87134448,662.5,1,,
T,10/16/2020 16:45,42.95024657,-78.82320562,685.7,1,,
T,10/13/2020 23:18,42.90986738,-78.87138144,665.1,1,,
T,10/16/2020 16:45,42.95024108,-78.82320117,690.7,1,,
T,10/13/2020 23:18,42.90987081,-78.87143492,664.7,1,,
T,10/16/2020 16:45,42.95022322,-78.82318952,686.6,1,,
T,10/13/2020 23:18,42.90987475,-78.87148907,664,1,,
T,10/16/2020 16:45,42.95017616,-78.8231565,687.2,1,,
T,10/13/2020 23:18,42.90987299,-78.87155771,664,1,,
T,10/16/2020 16:45,42.95015659,-78.82316002,686.7,1,,
T,10/13/2020 23:18,42.90986926,-78.87162326,665.6,1,,
T,10/16/2020 16:45,42.95015139,-78.8231793,685.1,1,,
T,10/13/2020 23:18,42.90986687,-78.87167757,664.5,1,,
T,10/16/2020 16:45,42.95017528,-78.8231808,685.8,1,,
T,10/13/2020 23:18,42.90986164,-78.87174279,666.2,1,,
T,10/16/2020 16:46,42.95018668,-78.82320235,684.4,1,,
T,10/13/2020 23:18,42.90986511,-78.87180716,667.1,1,,
T,10/16/2020 16:46,42.95020721,-78.82319899,684.4,1,,
T,10/13/2020 23:18,42.90986545,-78.87188721,666.1,1,,
T,10/16/2020 16:46,42.95021224,-78.82322816,684.5,1,,
T,10/13/2020 23:18,42.90986608,-78.87197421,665.2,1,,
T,10/16/2020 16:46,42.95026157,-78.82329195,685.4,1,,
T,10/13/2020 23:18,42.90986813,-78.87206574,665.6,1,,
T,10/16/2020 16:46,42.95024393,-78.82333386,685.2,1,,
T,10/13/2020 23:18,42.90987148,-78.87215995,663.6,1,,
T,10/16/2020 16:46,42.95023274,-78.82334358,685,1,,
T,10/13/2020 23:18,42.90987278,-78.87225836,662.7,1,,
T,10/16/2020 16:46,42.95022389,-78.82328952,683.6,1,,
T,10/13/2020 23:18,42.90987291,-78.87235668,663.6,1,,
T,10/16/2020 16:46,42.95024774,-78.82328684,684.7,1,,
T,10/13/2020 23:18,42.9098763,-78.87246003,668.2,1,,
T,10/16/2020 16:46,42.95024883,-78.82326094,684.5,1,,
T,10/13/2020 23:18,42.90987739,-78.87255893,665.1,1,,
T,10/16/2020 16:46,42.95025671,-78.82321685,684.5,1,,
T,10/13/2020 23:18,42.90987903,-78.87265809,663.8,1,,
T,10/16/2020 16:46,42.95027649,-78.82320385,684.9,1,,
T,10/13/2020 23:18,42.90987915,-78.87274685,663.1,1,,
T,10/16/2020 16:46,42.95028626,-78.82324744,684.8,1,,
T,10/13/2020 23:18,42.90987819,-78.87282891,662.7,1,,
T,10/16/2020 16:46,42.95030931,-78.82327393,685.4,1,,
T,10/13/2020 23:18,42.90987966,-78.87288993,661.6,1,,
T,10/16/2020 16:46,42.95032347,-78.82328273,685.4,1,,
T,10/13/2020 23:18,42.9098714,-78.87293972,659.8,1,,
T,10/16/2020 16:46,42.9503381,-78.82330134,686,1,,
T,10/13/2020 23:18,42.90987927,-78.87296614,659.8,1,,
T,10/16/2020 16:46,42.95033583,-78.823301,686.6,1,,
T,10/13/2020 23:18,42.90986599,-78.87292304,663.1,1,,
T,10/16/2020 16:46,42.95033039,-78.82326865,687.2,1,,
T,10/13/2020 23:18,42.90986117,-78.8728694,662.6,1,,
T,10/16/2020 16:46,42.95034091,-78.82319522,686.7,1,,
T,10/13/2020 23:18,42.90985874,-78.87281357,663.3,1,,
T,10/16/2020 16:46,42.95035176,-78.82314686,686.3,1,,
T,10/13/2020 23:18,42.90986034,-78.87275708,662.6,1,,
T,10/16/2020 16:46,42.95036106,-78.82312188,686.3,1,,
T,10/13/2020 23:18,42.90986507,-78.87269992,663.4,1,,
T,10/16/2020 16:46,42.95039958,-78.82309338,686.5,1,,
T,10/13/2020 23:18,42.90984466,-78.87264043,662.1,1,,
T,10/16/2020 16:46,42.95039958,-78.82309338,687.6,1,,
T,10/13/2020 23:18,42.9098444,-78.87257749,661.5,1,,
T,10/16/2020 16:46,42.95032586,-78.82312222,687.6,1,,
T,10/13/2020 23:18,42.90984413,-78.87250858,661,1,,
T,10/16/2020 16:46,42.95031257,-78.82316723,689.6,1,,
T,10/13/2020 23:18,42.90984365,-78.8724333,660.9,1,,
T,10/16/2020 16:46,42.95030038,-78.82319086,693,1,,
T,10/13/2020 23:18,42.90984278,-78.87234796,661.2,1,,
T,10/16/2020 16:47,42.95032221,-78.82320067,690.4,1,,
T,10/13/2020 23:18,42.90985573,-78.87225375,661.4,1,,
T,10/16/2020 16:47,42.95033102,-78.82317485,687.6,1,,
T,10/13/2020 23:18,42.90984894,-78.87215911,661.4,1,,
T,10/16/2020 16:47,42.950321,-78.82319782,686.5,1,,
T,10/13/2020 23:18,42.90984617,-78.87206339,661.3,1,,
T,10/16/2020 16:47,42.950321,-78.82319782,686.5,1,,
T,10/13/2020 23:18,42.90984512,-78.8719753,661.1,1,,
T,10/16/2020 16:47,42.95034246,-78.82320964,686.6,1,,
T,10/13/2020 23:18,42.90984613,-78.87188553,661.1,1,,
T,10/16/2020 16:47,42.95037351,-78.82320168,687.8,1,,
T,10/13/2020 23:18,42.90984969,-78.87180422,662.1,1,,
T,10/16/2020 16:47,42.95038516,-78.82322246,687.9,1,,
T,10/13/2020 23:18,42.90983639,-78.87172053,660.9,1,,
T,10/16/2020 16:47,42.95040842,-78.82325012,687.2,1,,
T,10/13/2020 23:18,42.90983565,-78.87163677,661.2,1,,
T,10/16/2020 16:47,42.95043399,-78.82327099,687.8,1,,
T,10/13/2020 23:18,42.90983497,-78.87155145,661.2,1,,
T,10/16/2020 16:47,42.95045155,-78.82328105,688.2,1,,
T,10/13/2020 23:18,42.90983429,-78.87146603,661.4,1,,
T,10/16/2020 16:47,42.95047573,-78.82331282,687.8,1,,
T,10/13/2020 23:18,42.90983363,-78.87138246,663.3,1,,
T,10/16/2020 16:47,42.95047259,-78.82330293,687.1,1,,
T,10/13/2020 23:18,42.90984584,-78.87130525,663.9,1,,
T,10/16/2020 16:47,42.95044702,-78.82328005,687.9,1,,
T,10/13/2020 23:18,42.90984273,-78.87122579,664.4,1,,
T,10/16/2020 16:47,42.95043692,-78.82326094,688.3,1,,
T,10/13/2020 23:18,42.90983729,-78.87114968,666.3,1,,
T,10/16/2020 16:47,42.95041211,-78.82323361,688.5,1,,
T,10/13/2020 23:18,42.90983771,-78.87108732,666.5,1,,
T,10/16/2020 16:47,42.95039677,-78.82322598,688.4,1,,
T,10/13/2020 23:18,42.90983595,-78.87104508,667.3,1,,
T,10/16/2020 16:47,42.9503855,-78.82321307,687.6,1,,
T,10/13/2020 23:18,42.90983645,-78.87100979,667.8,1,,
T,10/16/2020 16:47,42.95035499,-78.82319405,687.5,1,,
T,10/13/2020 23:19,42.90983129,-78.87098313,667.7,1,,
T,10/16/2020 16:47,42.95032921,-78.82319983,690,1,,
T,10/13/2020 23:19,42.9098279,-78.87095396,666.7,1,,
T,10/16/2020 16:47,42.95030273,-78.82320411,688.4,1,,
T,10/13/2020 23:19,42.90981503,-78.87093402,666.2,1,,
T,10/16/2020 16:48,42.95029158,-78.82322967,687.3,1,,
T,10/13/2020 23:19,42.9098155,-78.87090434,665.1,1,,
T,10/16/2020 16:48,42.95030247,-78.82326362,697.3,1,,
T,10/13/2020 23:19,42.90976621,-78.87088507,665.7,1,,
T,10/16/2020 16:48,42.95032703,-78.8232668,695.9,1,,
T,10/13/2020 23:19,42.90972162,-78.87087777,665.2,1,,
T,10/16/2020 16:48,42.95034904,-78.82326596,697.3,1,,
T,10/13/2020 23:19,42.9096637,-78.87089026,665.3,1,,
T,10/16/2020 16:48,42.95035109,-78.82325901,697.3,1,,
T,10/13/2020 23:19,42.90959153,-78.87090853,665.1,1,,
T,10/16/2020 16:49,42.95028806,-78.82325322,691.6,1,,
T,10/13/2020 23:19,42.90949975,-78.87094349,664.7,1,,
T,10/16/2020 16:49,42.95028806,-78.82325322,691.9,1,,
T,10/13/2020 23:19,42.9094145,-78.87096629,664.6,1,,
T,10/16/2020 16:49,42.95030097,-78.82327728,685,1,,
T,10/13/2020 23:19,42.90933018,-78.87099302,664.4,1,,
T,10/16/2020 16:49,42.95028986,-78.82324535,683,1,,
T,10/13/2020 23:19,42.90924703,-78.87101834,662.9,1,,
T,10/16/2020 16:51,42.9502956,-78.82324023,683.7,1,,
T,10/13/2020 23:19,42.90915994,-78.87103963,664.2,1,,
T,10/16/2020 16:52,42.95025499,-78.82327183,683.8,1,,
T,10/13/2020 23:19,42.9090695,-78.87106679,663.6,1,,
T,10/16/2020 16:53,42.95028068,-78.8232839,689.2,1,,
T,10/13/2020 23:19,42.90898145,-78.8710931,663,1,,
T,10/16/2020 16:53,42.95030838,-78.82326303,686.6,1,,
T,10/13/2020 23:19,42.90889273,-78.87112009,662,1,,
T,10/16/2020 16:53,42.9503101,-78.82323294,685.6,1,,
T,10/13/2020 23:19,42.90880455,-78.87115018,662.5,1,,
T,10/16/2020 16:54,42.95033198,-78.82322649,683.9,1,,
T,10/13/2020 23:19,42.90871596,-78.8711807,662.2,1,,
T,10/16/2020 16:54,42.95034606,-78.82320972,684,1,,
T,10/13/2020 23:19,42.90862023,-78.87119696,661.5,1,,
T,10/16/2020 16:54,42.95038537,-78.8231974,683.5,1,,
T,10/13/2020 23:19,42.90852598,-78.87122462,661.8,1,,
T,10/16/2020 16:54,42.95033982,-78.82318969,682.5,1,,
T,10/13/2020 23:19,42.9084295,-78.87124867,661.8,1,,
T,10/16/2020 16:54,42.95031136,-78.82318776,681.8,1,,
T,10/13/2020 23:19,42.90832683,-78.87126954,662.1,1,,
T,10/16/2020 16:54,42.95029116,-78.82318525,681.3,1,,
T,10/13/2020 23:19,42.90822683,-78.87128941,661.5,1,,
T,10/16/2020 16:54,42.9502658,-78.82318609,680.7,1,,
T,10/13/2020 23:19,42.90812822,-78.87131187,660.5,1,,
T,10/16/2020 16:54,42.95024749,-78.82316077,680.7,1,,
T,10/13/2020 23:19,42.90802931,-78.87134305,681.7,1,,
T,10/16/2020 16:54,42.95023018,-78.8231741,681.6,1,,
T,10/13/2020 23:19,42.90793317,-78.87136929,660.4,1,,
T,10/16/2020 16:54,42.95021933,-78.8231798,681.5,1,,
T,10/13/2020 23:19,42.90783011,-78.87139586,660.7,1,,
T,10/16/2020 16:54,42.95019942,-78.82320394,681.4,1,,
T,10/13/2020 23:19,42.90772614,-78.87142536,659.8,1,,
T,10/16/2020 16:54,42.95017503,-78.82320243,681.2,1,,
T,10/13/2020 23:19,42.90762698,-78.87145763,660.8,1,,
T,10/16/2020 16:54,42.95012423,-78.82320235,681,1,,
T,10/13/2020 23:19,42.90752832,-78.87148437,661.2,1,,
T,10/16/2020 16:54,42.94997759,-78.82324258,680.8,1,,
T,10/13/2020 23:19,42.90742803,-78.87151497,662.1,1,,
T,10/16/2020 16:54,42.95027444,-78.82329706,680.4,1,,
T,10/13/2020 23:19,42.90733059,-78.87154514,661.1,1,,
T,10/16/2020 16:54,42.95027498,-78.82326605,682.2,1,,
T,10/13/2020 23:19,42.90723885,-78.87157112,661,1,,
T,10/16/2020 16:54,42.95028579,-78.82323956,683.1,1,,
T,10/13/2020 23:19,42.90715185,-78.87159526,663.4,1,,
T,10/16/2020 16:54,42.95031366,-78.82321299,681.9,1,,
T,10/13/2020 23:19,42.90706501,-78.87161722,663,1,,
T,10/16/2020 16:54,42.95033395,-78.82319371,681.4,1,,
T,10/13/2020 23:19,42.90698832,-78.87163776,661.2,1,,
T,10/16/2020 16:54,42.95035763,-78.8231736,681.9,1,,
T,10/13/2020 23:19,42.90692089,-78.87164975,660.1,1,,
T,10/16/2020 16:54,42.95037665,-78.82315708,681.9,1,,
T,10/13/2020 23:19,42.90685123,-78.87166978,660.5,1,,
T,10/16/2020 16:54,42.95037137,-78.82315884,681.9,1,,
T,10/13/2020 23:19,42.90677299,-78.87169182,661.1,1,,
T,10/16/2020 16:54,42.9503422,-78.823172,682,1,,
T,10/13/2020 23:19,42.9066924,-78.87170775,659.4,1,,
T,10/16/2020 16:54,42.95031827,-78.8231715,682,1,,
T,10/13/2020 23:19,42.90660305,-78.87173809,660.3,1,,
T,10/16/2020 16:54,42.9503127,-78.82317435,682.2,1,,
T,10/13/2020 23:19,42.90650925,-78.87176852,660.7,1,,
T,10/16/2020 16:54,42.9502902,-78.82319187,682,1,,
T,10/13/2020 23:19,42.90641625,-78.87179752,661.8,1,,
T,10/16/2020 16:54,42.95026291,-78.82320578,682.5,1,,
T,10/13/2020 23:19,42.90632468,-78.87182836,662.2,1,,
T,10/16/2020 16:54,42.95024565,-78.82321324,682.5,1,,
T,10/13/2020 23:19,42.90622439,-78.87185552,663.5,1,,
T,10/16/2020 16:54,42.95024275,-78.82326529,682.2,1,,
T,10/13/2020 23:19,42.90612905,-78.87188251,660.7,1,,
T,10/16/2020 16:55,42.95023135,-78.82323797,682.8,1,,
T,10/13/2020 23:19,42.90602763,-78.87191495,660.9,1,,
T,10/16/2020 16:55,42.95024762,-78.82325239,682.8,1,,
T,10/13/2020 23:19,42.90592549,-78.87195166,660.8,1,,
T,10/16/2020 16:55,42.95024259,-78.82327963,683,1,,
T,10/13/2020 23:19,42.9058294,-78.8719898,661.3,1,,
T,10/16/2020 16:55,42.95025537,-78.82325163,681.9,1,,
T,10/13/2020 23:19,42.9057263,-78.87201243,661,1,,
T,10/16/2020 16:55,42.95022796,-78.82326789,681.2,1,,
T,10/13/2020 23:19,42.90562731,-78.87203842,661.1,1,,
T,10/16/2020 16:55,42.95025093,-78.82325398,681.9,1,,
T,10/13/2020 23:19,42.90553033,-78.872068,660.9,1,,
T,10/16/2020 16:55,42.95027473,-78.82322875,682.7,1,,
T,10/13/2020 23:19,42.90544513,-78.87209248,660.4,1,,
T,10/16/2020 16:55,42.9503026,-78.82321727,684.6,1,,
T,10/13/2020 23:19,42.90535779,-78.87211444,661.3,1,,
T,10/16/2020 17:00,42.95028265,-78.82322975,685.8,1,,
T,10/13/2020 23:19,42.90527724,-78.87213858,661.5,1,,
T,10/16/2020 17:00,42.95028081,-78.82323453,685.3,1,,
T,10/13/2020 23:19,42.90520352,-78.87215895,660.8,1,,
T,10/16/2020 17:00,42.95027758,-78.82326823,684.3,1,,
T,10/13/2020 23:19,42.90514573,-78.87217965,661.2,1,,
T,10/16/2020 17:00,42.95027167,-78.82329262,683.6,1,,
T,10/13/2020 23:19,42.90509506,-78.8721918,661.8,1,,
T,10/16/2020 17:00,42.95026484,-78.82332992,682,1,,
T,10/13/2020 23:20,42.90505612,-78.87220337,662.4,1,,
T,10/16/2020 17:00,42.95026119,-78.82335649,681.3,1,,
T,10/13/2020 23:20,42.90502339,-78.8722146,662.4,1,,
T,10/16/2020 17:00,42.95025751,-78.8233808,680.8,1,,
T,10/13/2020 23:20,42.90499783,-78.87222298,662.8,1,,
T,10/16/2020 17:01,42.9502503,-78.82342522,680.2,1,,
T,10/13/2020 23:20,42.90496765,-78.8722369,660.4,1,,
T,10/16/2020 17:01,42.95024074,-78.8234388,680,1,,
T,10/13/2020 23:20,42.90493236,-78.87223355,655.6,1,,
T,10/16/2020 17:01,42.95022716,-78.82342011,679.8,1,,
T,10/13/2020 23:20,42.90489188,-78.87224738,655.2,1,,
T,10/16/2020 17:01,42.9502112,-78.82340393,679.7,1,,
T,10/13/2020 23:20,42.90483694,-78.87226246,655.6,1,,
T,10/16/2020 17:01,42.95020889,-78.82343285,679.6,1,,
T,10/13/2020 23:20,42.90477919,-78.87227713,656.7,1,,
T,10/16/2020 17:01,42.95027783,-78.82342229,679.7,1,,
T,10/13/2020 23:20,42.9047172,-78.87229398,661.8,1,,
T,10/16/2020 17:01,42.95026195,-78.82341458,680.5,1,,
T,10/13/2020 23:20,42.90465618,-78.87231133,658.2,1,,
T,10/16/2020 17:01,42.95022628,-78.82347048,679.8,1,,
T,10/13/2020 23:20,42.90459013,-78.87233002,658.7,1,,
T,10/16/2020 17:01,42.95020839,-78.82350887,679.5,1,,
T,10/13/2020 23:20,42.9045131,-78.87235458,659.6,1,,
T,10/16/2020 17:01,42.95019984,-78.8235341,679.3,1,,
T,10/13/2020 23:20,42.90442572,-78.87238056,659.7,1,,
T,10/16/2020 17:01,42.95020369,-78.82355925,679.1,1,,
T,10/13/2020 23:20,42.90433461,-78.87240881,659.9,1,,
T,10/16/2020 17:01,42.95022871,-78.82326605,679.2,1,,
T,10/13/2020 23:20,42.90424341,-78.87244184,662.6,1,,
T,10/16/2020 17:01,42.95024087,-78.82322523,679.9,1,,
T,10/13/2020 23:20,42.90414706,-78.87247101,661.7,1,,
T,10/16/2020 17:01,42.95025294,-78.82318458,679.9,1,,
T,10/13/2020 23:20,42.90404971,-78.87249615,659.9,1,,
T,10/16/2020 17:01,42.95026492,-78.82314426,679.9,1,,
T,10/13/2020 23:20,42.90394975,-78.87252423,661.1,1,,
T,10/16/2020 17:01,42.95027683,-78.82310419,679.9,1,,
T,10/13/2020 23:20,42.90385449,-78.87255306,659.5,1,,
T,10/16/2020 17:01,42.9502886,-78.82306463,679.9,1,,
T,10/13/2020 23:20,42.90375102,-78.87258366,660.1,1,,
T,10/16/2020 17:01,42.95030025,-78.82302557,679.9,1,,
T,10/13/2020 23:20,42.90364868,-78.87261584,659.5,1,,
T,10/16/2020 17:01,42.95031178,-78.8229871,679.9,1,,
T,10/13/2020 23:20,42.90354474,-78.87264753,660.2,1,,
T,10/16/2020 17:01,42.95032314,-78.82294904,679.9,1,,
T,10/13/2020 23:20,42.90344093,-78.8726798,660.7,1,,
T,10/16/2020 17:01,42.95033441,-78.8229146,677.8,1,,
T,10/13/2020 23:20,42.9033411,-78.87271098,660,1,,
T,10/16/2020 17:01,42.95034562,-78.82287886,677.8,1,,
T,10/13/2020 23:20,42.90324454,-78.87274157,661.7,1,,
T,10/16/2020 17:01,42.95032058,-78.82296916,679.3,1,,
T,10/13/2020 23:20,42.90315884,-78.87277007,662.1,1,,
T,10/16/2020 17:01,42.95029015,-78.8230736,679.4,1,,
T,10/13/2020 23:20,42.90307573,-78.87279555,665.4,1,,
T,10/16/2020 17:01,42.95029015,-78.8230736,679.7,1,,
T,10/13/2020 23:20,42.90300239,-78.87281768,662.7,1,,
T,10/16/2020 17:02,42.95023937,-78.82325491,682.7,1,,
T,10/13/2020 23:20,42.90293257,-78.87283394,661.8,1,,
T,10/16/2020 17:02,42.95023258,-78.82318902,679.6,1,,
T,10/13/2020 23:20,42.90287369,-78.87285439,663.7,1,,
T,10/16/2020 17:02,42.95025737,-78.82317353,678.1,1,,
T,10/13/2020 23:20,42.90281669,-78.87287652,665.1,1,,
T,10/16/2020 17:02,42.95025536,-78.82310715,677,1,,
T,10/13/2020 23:20,42.90276506,-78.87289085,665.2,1,,
T,10/16/2020 17:02,42.95024989,-78.82315379,676.1,1,,
T,10/13/2020 23:20,42.90272113,-78.87290728,666.5,1,,
T,10/16/2020 17:02,42.95024175,-78.8232003,675.9,1,,
T,10/13/2020 23:20,42.90268631,-78.87291541,665.8,1,,
T,10/16/2020 17:02,42.95024803,-78.82317075,675.2,1,,
T,10/13/2020 23:20,42.9026532,-78.87292857,666.6,1,,
T,10/16/2020 17:02,42.95024803,-78.82317075,679.7,1,,
T,10/13/2020 23:21,42.90262533,-78.87293587,666.8,1,,
T,10/16/2020 17:03,42.95024992,-78.82320151,679.4,1,,
T,10/13/2020 23:21,42.90259327,-78.87294718,667.7,1,,
T,10/16/2020 17:03,42.95026706,-78.82319212,679.8,1,,
T,10/13/2020 23:21,42.90256506,-78.87295598,668.2,1,,
T,10/16/2020 17:03,42.95025894,-78.82313352,680,1,,
