type,time,reclat,reclon,altitude (ft),eos,name,desc
T,10/13/2020 23:00,42.95056558,-78.8230446,680.5,1,,
T,10/15/2020 22:24,42.89962297,-78.87303975,648.2,1,,
T,10/16/2020 14:37,42.95355332,-78.81938244,691.9,1,,
T,10/13/2020 23:00,42.95039459,-78.82303865,679.3,1,,
T,10/15/2020 22:24,42.89961358,-78.87312607,648.2,1,,
T,10/16/2020 14:38,42.95356504,-78.81942784,691.9,1,,
T,10/13/2020 23:00,42.95041685,-78.82303286,681.1,1,,
T,10/15/2020 22:24,42.89960514,-78.87318391,648.2,1,,
T,10/16/2020 14:38,42.95354391,-78.8194192,691.9,1,,
T,10/13/2020 23:00,42.95042544,-78.82300705,678.1,1,,
T,10/15/2020 22:24,42.89959731,-78.87322412,648.2,1,,
T,10/16/2020 14:38,42.95356133,-78.81943671,691.9,1,,
T,10/13/2020 23:00,42.95044467,-78.8229871,677.8,1,,
T,10/15/2020 22:24,42.89958591,-78.87325277,648.2,1,,
T,10/16/2020 14:38,42.95358374,-78.81942192,691.9,1,,
T,10/13/2020 23:00,42.95046043,-78.82297419,678.6,1,,
T,10/15/2020 22:24,42.89956908,-78.87329474,648.2,1,,
T,10/16/2020 14:38,42.95355571,-78.81942661,691.9,1,,
T,10/13/2020 23:00,42.95045083,-78.82300085,678.7,1,,
T,10/15/2020 22:24,42.89953899,-78.87332832,648.2,1,,
T,10/16/2020 14:39,42.95356935,-78.81939834,691.9,1,,
T,10/13/2020 23:00,42.9504365,-78.82302599,679.2,1,,
T,10/15/2020 22:24,42.89952204,-78.8733467,648.1,1,,
T,10/16/2020 14:39,42.95358518,-78.8194141,691.9,1,,
T,10/13/2020 23:00,42.95041953,-78.82305533,680.4,1,,
T,10/15/2020 22:24,42.89950516,-78.87336529,648,1,,
T,10/16/2020 14:40,42.95357287,-78.81943537,691.9,1,,
T,10/13/2020 23:00,42.95040331,-78.82307117,680.5,1,,
T,10/15/2020 22:24,42.89948934,-78.87338308,647.8,1,,
T,10/16/2020 14:41,42.95356682,-78.81939209,691.9,1,,
T,10/13/2020 23:00,42.95039086,-78.82309238,681,1,,
T,10/15/2020 22:24,42.89947271,-78.87340312,647.7,1,,
T,10/16/2020 14:41,42.95356249,-78.81942468,691.9,1,,
T,10/13/2020 23:00,42.95037272,-78.82309472,681.1,1,,
T,10/15/2020 22:24,42.89945252,-78.87340649,647.5,1,,
T,10/16/2020 14:41,42.95358555,-78.81942499,691.9,1,,
T,10/13/2020 23:00,42.95034329,-78.82308953,680.8,1,,
T,10/15/2020 22:24,42.89946911,-78.87335181,647.5,1,,
T,10/16/2020 14:41,42.95355698,-78.81942695,691.9,1,,
T,10/13/2020 23:00,42.95031974,-78.82308777,680.3,1,,
T,10/15/2020 22:24,42.89948395,-78.87331204,647.7,1,,
T,10/16/2020 14:41,42.95357431,-78.81941293,691.9,1,,
T,10/13/2020 23:00,42.95029527,-78.82311098,680,1,,
T,10/15/2020 22:24,42.89949388,-78.87328173,647.8,1,,
T,10/16/2020 14:41,42.953549,-78.81941912,691.9,1,,
T,10/13/2020 23:00,42.95027595,-78.8231342,680,1,,
T,10/15/2020 22:24,42.89950498,-78.87325093,647.8,1,,
T,10/16/2020 14:42,42.95358061,-78.81941968,691.9,1,,
T,10/13/2020 23:00,42.95025839,-78.82315625,679.9,1,,
T,10/15/2020 22:24,42.89951646,-78.87322057,647.9,1,,
T,10/16/2020 14:42,42.95356963,-78.81944262,691.9,1,,
T,10/13/2020 23:00,42.95024611,-78.82318106,680,1,,
T,10/15/2020 22:24,42.89952603,-78.87319263,647.9,1,,
T,10/16/2020 14:42,42.9535857,-78.8194235,691.9,1,,
T,10/13/2020 23:00,42.95024305,-78.82321567,679.9,1,,
T,10/15/2020 22:24,42.89953695,-78.87315906,648,1,,
T,10/16/2020 14:42,42.95355775,-78.81943047,691.9,1,,
T,10/13/2020 23:00,42.95023835,-78.82324074,679.9,1,,
T,10/15/2020 22:24,42.89952037,-78.8731697,648.1,1,,
T,10/16/2020 14:43,42.95358018,-78.81941531,691.9,1,,
T,10/13/2020 23:00,42.95022704,-78.82329564,679.8,1,,
T,10/15/2020 22:24,42.89950613,-78.87319058,648.2,1,,
T,10/16/2020 14:43,42.95356572,-78.81943036,691.9,1,,
T,10/13/2020 23:00,42.95021933,-78.8233207,679.9,1,,
T,10/15/2020 22:24,42.89949074,-78.87321476,648.2,1,,
T,10/16/2020 14:43,42.95357973,-78.81945687,691.9,1,,
T,10/13/2020 23:00,42.95022431,-78.82335498,680.1,1,,
T,10/15/2020 22:24,42.89947471,-78.87324066,648.2,1,,
T,10/16/2020 14:43,42.95358224,-78.81942083,691.9,1,,
T,10/13/2020 23:00,42.95022917,-78.82338507,680,1,,
T,10/15/2020 22:24,42.89945311,-78.87326921,648.1,1,,
T,10/16/2020 14:43,42.95356992,-78.81944211,691.9,1,,
T,10/13/2020 23:00,42.950228,-78.8234279,679.8,1,,
T,10/15/2020 22:24,42.89944056,-78.87328739,648.1,1,,
T,10/16/2020 14:44,42.95358505,-78.81942483,691.9,1,,
T,10/13/2020 23:01,42.95023089,-78.82340812,679.9,1,,
T,10/15/2020 22:24,42.89942271,-78.87330881,648,1,,
T,10/16/2020 14:44,42.95355626,-78.81942841,691.9,1,,
T,10/13/2020 23:01,42.95023257,-78.82337904,680,1,,
T,10/15/2020 22:24,42.8994001,-78.87332294,647.9,1,,
T,10/16/2020 14:45,42.95357336,-78.81943729,691.9,1,,
T,10/13/2020 23:01,42.95023244,-78.82334794,680.1,1,,
T,10/15/2020 22:24,42.89938321,-78.87327424,647.6,1,,
T,10/16/2020 14:45,42.95356213,-78.81946264,691.9,1,,
T,10/13/2020 23:01,42.95025562,-78.8233233,680,1,,
T,10/15/2020 22:24,42.89939591,-78.8732501,647.7,1,,
T,10/16/2020 14:46,42.95358618,-78.81942713,691.9,1,,
T,10/13/2020 23:01,42.95029854,-78.82328315,678.9,1,,
T,10/15/2020 22:24,42.89941108,-78.87322797,647.8,1,,
T,10/16/2020 14:46,42.95356058,-78.81942706,691.9,1,,
T,10/13/2020 23:01,42.95033697,-78.8232285,675,1,,
T,10/15/2020 22:24,42.89942726,-78.87321398,648.2,1,,
T,10/16/2020 14:47,42.95357987,-78.81943284,691.9,1,,
T,10/13/2020 23:01,42.95034975,-78.8231886,674.6,1,,
T,10/15/2020 22:24,42.8994247,-78.87318757,648.2,1,,
T,10/16/2020 14:47,42.95355624,-78.81943087,691.9,1,,
T,10/13/2020 23:01,42.95036438,-78.82315549,675,1,,
T,10/15/2020 22:24,42.89942001,-78.87317794,648.9,1,,
T,10/16/2020 14:47,42.95356556,-78.81945419,691.9,1,,
T,10/13/2020 23:01,42.95038097,-78.82312733,675.8,1,,
T,10/15/2020 22:24,42.8993923,-78.87316369,648.6,1,,
T,10/16/2020 14:48,42.95356488,-78.81942932,691.9,1,,
T,10/13/2020 23:01,42.95039493,-78.82310872,674.3,1,,
T,10/15/2020 22:24,42.89936829,-78.87319378,648.3,1,,
T,10/16/2020 14:48,42.95356409,-78.81938652,691.9,1,,
T,10/13/2020 23:01,42.95041542,-78.82308986,676.2,1,,
T,10/15/2020 22:25,42.89936875,-78.87319923,647.8,1,,
T,10/16/2020 14:48,42.95356911,-78.81943377,691.9,1,,
T,10/13/2020 23:01,42.95043466,-78.82307058,675.6,1,,
T,10/15/2020 22:25,42.89940471,-78.873233,646.8,1,,
T,10/16/2020 14:48,42.95354722,-78.81944665,691.9,1,,
T,10/13/2020 23:01,42.95044979,-78.82305214,677.1,1,,
T,10/15/2020 22:25,42.89943249,-78.87322236,647.2,1,,
T,10/16/2020 14:49,42.95356903,-78.81944788,691.9,1,,
T,10/13/2020 23:01,42.95046295,-78.82303446,676.7,1,,
T,10/15/2020 22:25,42.89945358,-78.87322102,647.8,1,,
T,10/16/2020 14:50,42.95355404,-78.81943367,691.9,1,,
T,10/13/2020 23:01,42.95048977,-78.82300051,679.1,1,,
T,10/15/2020 22:25,42.89947491,-78.87323259,648.1,1,,
T,10/16/2020 14:50,42.95357072,-78.8194604,691.9,1,,
T,10/13/2020 23:01,42.95051931,-78.822984,680.6,1,,
T,10/15/2020 22:25,42.89942864,-78.87324868,648.6,1,,
T,10/16/2020 14:50,42.95356067,-78.81942946,691.9,1,,
T,10/13/2020 23:01,42.95054811,-78.82298232,680.2,1,,
T,10/15/2020 22:25,42.89940324,-78.87324692,648.2,1,,
T,10/16/2020 14:52,42.95353326,-78.81941624,691.9,1,,
T,10/13/2020 23:01,42.95057438,-78.82299582,681.5,1,,
T,10/15/2020 22:25,42.8993866,-78.87325714,648.1,1,,
T,10/16/2020 14:52,42.95356057,-78.81943766,691.9,1,,
T,10/13/2020 23:01,42.95058704,-78.82301359,679.5,1,,
T,10/15/2020 22:25,42.89939851,-78.87322454,650.7,1,,
T,10/16/2020 14:53,42.95358081,-78.81943558,691.9,1,,
T,10/13/2020 23:01,42.95059551,-78.82303672,677.4,1,,
T,10/15/2020 22:25,42.89939918,-78.87319034,651.4,1,,
T,10/16/2020 14:53,42.95355216,-78.81942426,691.9,1,,
T,10/13/2020 23:01,42.95060615,-78.82305969,678.4,1,,
T,10/15/2020 22:25,42.89938002,-78.87318213,656.3,1,,
T,10/16/2020 14:53,42.95356882,-78.81944443,691.9,1,,
T,10/13/2020 23:01,42.95062162,-78.8230798,676.2,1,,
T,10/15/2020 22:25,42.89936146,-78.87317651,651.8,1,,
T,10/16/2020 14:53,42.95356507,-78.8193995,691.9,1,,
T,10/13/2020 23:01,42.95064291,-78.82307905,677.9,1,,
T,10/15/2020 22:25,42.89939578,-78.87311691,651.1,1,,
T,10/16/2020 14:53,42.95358656,-78.81941786,691.9,1,,
T,10/13/2020 23:01,42.95066017,-78.82305902,679,1,,
T,10/15/2020 22:25,42.89940865,-78.87315472,652.2,1,,
T,10/16/2020 14:53,42.95354867,-78.8194187,691.9,1,,
T,10/13/2020 23:01,42.95067191,-78.8230358,678.5,1,,
T,10/15/2020 22:25,42.8994125,-78.87318095,651,1,,
T,10/16/2020 14:53,42.9535691,-78.81943353,691.9,1,,
T,10/13/2020 23:01,42.95068641,-78.82300453,678.5,1,,
T,10/15/2020 22:25,42.89942788,-78.87319948,650.6,1,,
T,10/16/2020 14:55,42.95357801,-78.81947568,691.9,1,,
T,10/13/2020 23:01,42.95070078,-78.82297453,677.3,1,,
T,10/15/2020 22:25,42.89944519,-78.87318925,651.2,1,,
T,10/16/2020 14:55,42.9535664,-78.81944814,691.9,1,,
T,10/13/2020 23:01,42.95071122,-78.82294318,677.9,1,,
T,10/15/2020 22:26,42.89947139,-78.87317944,652.3,1,,
T,10/16/2020 14:55,42.95358595,-78.8194279,691.9,1,,
T,10/13/2020 23:01,42.95071977,-78.82290948,678.2,1,,
T,10/15/2020 22:26,42.89948999,-78.87316654,652.6,1,,
T,10/16/2020 14:56,42.95355739,-78.81942727,691.9,1,,
T,10/13/2020 23:01,42.95072689,-78.82287897,680.9,1,,
T,10/15/2020 22:26,42.89946925,-78.87313401,652,1,,
T,10/16/2020 14:56,42.95357923,-78.81944701,691.9,1,,
T,10/13/2020 23:01,42.95072995,-78.8228488,679.9,1,,
T,10/15/2020 22:26,42.89946611,-78.87309948,652.4,1,,
T,10/16/2020 14:56,42.95355788,-78.81943314,691.9,1,,
T,10/13/2020 23:01,42.95073657,-78.82281544,681.2,1,,
T,10/15/2020 22:26,42.89946598,-78.87307241,652.2,1,,
T,10/16/2020 14:56,42.95357638,-78.81940706,691.9,1,,
T,10/13/2020 23:01,42.95074781,-78.82279323,681.2,1,,
T,10/15/2020 22:26,42.89944264,-78.87310074,650.9,1,,
T,10/16/2020 14:56,42.95356875,-78.8194334,691.9,1,,
T,10/13/2020 23:01,42.95076369,-78.82280504,680.2,1,,
T,10/15/2020 22:26,42.89946233,-78.87310166,650.5,1,,
T,10/16/2020 14:58,42.95357466,-78.81946402,691.9,1,,
T,10/13/2020 23:02,42.95078079,-78.82281954,681.9,1,,
T,10/15/2020 22:26,42.89946233,-78.87310166,651.8,1,,
T,10/16/2020 14:58,42.95356571,-78.81943324,691.9,1,,
T,10/13/2020 23:02,42.95076143,-78.82281938,683.2,1,,
T,10/15/2020 22:27,42.8994413,-78.87310409,651.4,1,,
T,10/16/2020 14:58,42.95358647,-78.81942819,691.9,1,,
T,10/13/2020 23:02,42.95074475,-78.82284922,683.7,1,,
T,10/15/2020 22:28,42.89947742,-78.87311658,654.9,1,,
T,10/16/2020 14:59,42.95357098,-78.81944254,691.9,1,,
T,10/13/2020 23:02,42.95073657,-78.82287285,683,1,,
T,10/15/2020 22:28,42.89952109,-78.87313385,656.5,1,,
T,10/16/2020 14:59,42.95357656,-78.81947032,691.9,1,,
T,10/13/2020 23:02,42.95073389,-78.82291275,682.8,1,,
T,10/15/2020 22:28,42.89949414,-78.87313418,653.7,1,,
T,10/16/2020 14:59,42.95357594,-78.81944572,691.9,1,,
T,10/13/2020 23:02,42.95073854,-78.82294376,683.1,1,,
T,10/15/2020 22:29,42.89944976,-78.87311088,652.5,1,,
T,10/16/2020 14:59,42.95354526,-78.81935614,691.9,1,,
T,10/13/2020 23:02,42.95073569,-78.82297645,683.6,1,,
T,10/15/2020 22:29,42.89944976,-78.87311088,652.6,1,,
T,10/16/2020 15:00,42.95354729,-78.81940979,691.9,1,,
T,10/13/2020 23:02,42.95072459,-78.82301015,683.8,1,,
T,10/15/2020 22:32,42.8994586,-78.87313334,659.2,1,,
T,10/16/2020 15:00,42.95356441,-78.81942758,691.9,1,,
T,10/13/2020 23:02,42.95071193,-78.82304242,683.6,1,,
T,10/15/2020 22:32,42.8994757,-78.87314608,658.9,1,,
T,10/16/2020 15:00,42.95356484,-78.81945366,691.9,1,,
T,10/13/2020 23:02,42.95070451,-78.82307243,684.2,1,,
T,10/15/2020 22:32,42.89949641,-78.87315564,659,1,,
T,10/16/2020 15:00,42.9535837,-78.81942607,691.9,1,,
T,10/13/2020 23:02,42.9506823,-78.82309816,683.8,1,,
T,10/15/2020 22:32,42.89951816,-78.87316075,658.9,1,,
T,10/16/2020 15:00,42.95357026,-78.81944361,691.9,1,,
T,10/13/2020 23:02,42.95065594,-78.8231114,683.7,1,,
T,10/15/2020 22:32,42.8994988,-78.8731455,656.1,1,,
T,10/16/2020 15:00,42.95358035,-78.81941572,691.9,1,,
T,10/13/2020 23:02,42.95062815,-78.82311274,682,1,,
T,10/15/2020 22:32,42.89948987,-78.87311876,658.8,1,,
T,10/16/2020 15:01,42.95355105,-78.81935572,691.9,1,,
T,10/13/2020 23:02,42.95060389,-78.82310076,681.8,1,,
T,10/15/2020 22:32,42.89946967,-78.87311197,657.4,1,,
T,10/16/2020 15:01,42.95356144,-78.81938064,691.9,1,,
T,10/13/2020 23:02,42.95058863,-78.82308651,681.5,1,,
T,10/15/2020 22:33,42.89944423,-78.87311759,661.4,1,,
T,10/16/2020 15:01,42.95359201,-78.81942262,691.9,1,,
T,10/13/2020 23:02,42.95056567,-78.82304887,682.3,1,,
T,10/15/2020 22:33,42.89945617,-78.87313686,661.3,1,,
T,10/16/2020 15:01,42.95356627,-78.81938696,691.9,1,,
T,10/13/2020 23:02,42.95055167,-78.82301342,683.8,1,,
T,10/15/2020 22:34,42.89946699,-78.8731092,667,1,,
T,10/16/2020 15:01,42.9535916,-78.81942046,691.9,1,,
T,10/13/2020 23:02,42.95053474,-78.82299867,684,1,,
T,10/15/2020 22:53,42.89942185,-78.873118,659.9,1,,
T,10/16/2020 15:01,42.95356667,-78.81938676,691.9,1,,
T,10/13/2020 23:02,42.95050972,-78.82301954,684.4,1,,
T,10/16/2020 15:01,42.95359233,-78.81942264,691.9,1,,
T,10/13/2020 23:02,42.9504857,-78.82305357,685.1,1,,
T,10/16/2020 15:02,42.95356543,-78.8193854,691.9,1,,
T,10/13/2020 23:03,42.9504671,-78.82307603,684.7,1,,
T,10/16/2020 15:02,42.95358428,-78.81941475,691.9,1,,
T,10/13/2020 23:03,42.95044945,-78.82309657,684.2,1,,
T,10/16/2020 15:02,42.95356758,-78.81939005,691.9,1,,
T,10/13/2020 23:03,42.95043797,-78.82311853,684.4,1,,
T,10/16/2020 15:02,42.95357521,-78.81943532,691.9,1,,
T,10/13/2020 23:03,42.95042896,-78.82314652,684.5,1,,
T,10/16/2020 15:02,42.95359264,-78.81942492,691.9,1,,
T,10/13/2020 23:03,42.95045779,-78.82314879,684.5,1,,
T,10/16/2020 15:02,42.95356689,-78.81938209,691.9,1,,
T,10/13/2020 23:03,42.95048688,-78.82313378,682,1,,
T,10/16/2020 15:02,42.95359139,-78.81941911,691.9,1,,
T,10/13/2020 23:03,42.95050712,-78.82312506,680.5,1,,
T,10/16/2020 15:02,42.95357589,-78.81940119,691.9,1,,
T,10/13/2020 23:03,42.95050569,-78.82308911,680.2,1,,
T,10/16/2020 15:02,42.95356316,-78.81938325,691.9,1,,
T,10/13/2020 23:03,42.95048445,-78.82304988,680.2,1,,
T,10/16/2020 15:03,42.95359382,-78.81942297,691.9,1,,
T,10/13/2020 23:03,42.95045821,-78.82303295,680.3,1,,
T,10/16/2020 15:03,42.95357712,-78.81939917,691.9,1,,
T,10/13/2020 23:03,42.95043298,-78.82301861,680.2,1,,
T,10/16/2020 15:03,42.95356304,-78.81938353,691.9,1,,
T,10/13/2020 23:03,42.95040964,-78.82300722,680.1,1,,
T,10/16/2020 15:03,42.95358349,-78.81940927,691.9,1,,
T,10/13/2020 23:03,42.95038831,-78.8229995,680.1,1,,
T,10/16/2020 15:03,42.95355166,-78.81936211,691.9,1,,
T,10/13/2020 23:03,42.95036777,-78.82299464,680.2,1,,
T,10/16/2020 15:04,42.95356289,-78.81938312,691.9,1,,
T,10/13/2020 23:03,42.95034849,-78.82299674,680.3,1,,
T,10/16/2020 15:04,42.95359324,-78.81942182,691.9,1,,
T,10/13/2020 23:03,42.95030696,-78.82303798,680.5,1,,
T,10/16/2020 15:04,42.95356436,-78.81938457,691.9,1,,
T,10/13/2020 23:03,42.9502754,-78.82305876,680.7,1,,
T,10/16/2020 15:04,42.95359338,-78.81942298,691.9,1,,
T,10/13/2020 23:03,42.95029569,-78.82304854,681.5,1,,
T,10/16/2020 15:05,42.95356505,-78.81938507,691.9,1,,
T,10/13/2020 23:03,42.95031442,-78.82302867,682.4,1,,
T,10/16/2020 15:05,42.95358409,-78.819411,691.9,1,,
T,10/13/2020 23:03,42.95033298,-78.82300789,682.3,1,,
T,10/16/2020 15:05,42.95356203,-78.81941592,691.9,1,,
T,10/13/2020 23:03,42.95036228,-78.82301317,681.9,1,,
T,10/16/2020 15:05,42.95356449,-78.81945397,691.9,1,,
T,10/13/2020 23:03,42.95038034,-78.82301518,681.5,1,,
T,10/16/2020 15:05,42.95357813,-78.8194368,691.9,1,,
T,10/13/2020 23:03,42.95040369,-78.8230389,681.5,1,,
T,10/16/2020 15:06,42.95356177,-78.81941061,691.9,1,,
T,10/13/2020 23:03,42.95041823,-78.82307435,681.7,1,,
T,10/16/2020 15:06,42.95357295,-78.81943101,691.9,1,,
T,10/13/2020 23:03,42.95041877,-78.82311207,681.6,1,,
T,10/16/2020 15:07,42.95359113,-78.81943392,691.9,1,,
T,10/13/2020 23:03,42.95042104,-78.82314845,682.1,1,,
T,10/16/2020 15:07,42.95358142,-78.8194116,691.9,1,,
T,10/13/2020 23:03,42.95042351,-78.82317552,682.1,1,,
T,10/16/2020 15:08,42.95358355,-78.81943771,691.9,1,,
T,10/13/2020 23:03,42.95043089,-78.82321559,682,1,,
T,10/16/2020 15:08,42.95357987,-78.81940533,691.9,1,,
T,10/13/2020 23:03,42.95043533,-78.82323328,682,1,,
T,10/16/2020 15:09,42.95357244,-78.81943727,691.9,1,,
T,10/13/2020 23:03,42.95046999,-78.82323805,681.9,1,,
T,10/16/2020 15:09,42.95355201,-78.81942917,691.9,1,,
T,10/13/2020 23:03,42.95047003,-78.82324618,683,1,,
T,10/16/2020 15:09,42.95356312,-78.81938616,691.9,1,,
T,10/13/2020 23:03,42.950457,-78.82323822,683.7,1,,
T,10/16/2020 15:09,42.9535885,-78.81941145,691.9,1,,
T,10/13/2020 23:03,42.95046303,-78.82319137,684.6,1,,
T,10/16/2020 15:09,42.95356249,-78.81940056,691.9,1,,
T,10/13/2020 23:03,42.95047908,-78.82316127,685.2,1,,
T,10/16/2020 15:09,42.95356034,-78.81942495,691.9,1,,
T,10/13/2020 23:03,42.95049362,-78.82312959,685.5,1,,
T,10/16/2020 15:09,42.95357952,-78.81943231,691.9,1,,
T,10/13/2020 23:03,42.95050888,-78.82310009,685.3,1,,
T,10/16/2020 15:10,42.95354844,-78.81942925,691.9,1,,
T,10/13/2020 23:03,42.95052514,-78.82307192,687.4,1,,
T,10/16/2020 15:10,42.95355245,-78.81937849,691.9,1,,
T,10/13/2020 23:04,42.95053524,-78.82304544,686.5,1,,
T,10/16/2020 15:10,42.9535694,-78.81944259,691.9,1,,
T,10/13/2020 23:04,42.95054559,-78.82302423,686.3,1,,
T,10/16/2020 15:10,42.953565,-78.81939833,691.9,1,,
T,10/13/2020 23:04,42.9505549,-78.82298584,685.3,1,,
T,10/16/2020 15:11,42.95358595,-78.81941072,691.9,1,,
T,10/13/2020 23:04,42.9505707,-78.82297117,684,1,,
T,10/16/2020 15:11,42.95355864,-78.81937576,691.9,1,,
T,10/13/2020 23:04,42.95059228,-78.82297536,682.8,1,,
T,10/16/2020 15:11,42.95353981,-78.81942677,691.9,1,,
T,10/13/2020 23:04,42.950616,-78.82299665,682.7,1,,
T,10/16/2020 15:11,42.95357237,-78.81942351,691.9,1,,
T,10/13/2020 23:04,42.95063075,-78.82302842,682.6,1,,
T,10/16/2020 15:11,42.95354212,-78.81934494,691.9,1,,
T,10/13/2020 23:04,42.95064412,-78.82306228,681.9,1,,
T,10/16/2020 15:12,42.95356907,-78.81940744,691.9,1,,
T,10/13/2020 23:04,42.95066017,-78.823085,681.2,1,,
T,10/16/2020 15:12,42.95353268,-78.81939908,691.9,1,,
T,10/13/2020 23:04,42.95068264,-78.82308064,683.6,1,,
T,10/16/2020 15:12,42.95354876,-78.81942676,691.9,1,,
T,10/13/2020 23:04,42.95070933,-78.8230596,684.5,1,,
T,10/16/2020 15:13,42.95355115,-78.81937357,691.9,1,,
T,10/13/2020 23:04,42.9507318,-78.82303387,685.2,1,,
T,10/16/2020 15:13,42.95353032,-78.81942537,691.9,1,,
T,10/13/2020 23:04,42.95074864,-78.82300747,684.9,1,,
T,10/16/2020 15:13,42.95356852,-78.81943517,691.9,1,,
T,10/13/2020 23:04,42.95076545,-78.82297344,688.3,1,,
T,10/16/2020 15:13,42.95355883,-78.81946446,691.9,1,,
T,10/13/2020 23:04,42.95077639,-78.8229332,688.3,1,,
T,10/16/2020 15:14,42.95357533,-78.81945308,691.9,1,,
T,10/13/2020 23:04,42.95077723,-78.82288794,689.1,1,,
T,10/16/2020 15:14,42.95355814,-78.81943559,691.9,1,,
T,10/13/2020 23:04,42.95077756,-78.82284813,689,1,,
T,10/16/2020 15:14,42.95358069,-78.81943027,691.9,1,,
T,10/13/2020 23:04,42.95078251,-78.82281108,687.9,1,,
T,10/16/2020 15:14,42.95356348,-78.81946651,691.9,1,,
T,10/13/2020 23:04,42.95079177,-78.82278887,686.3,1,,
T,10/16/2020 15:14,42.95358109,-78.81943679,691.9,1,,
T,10/13/2020 23:04,42.95080493,-78.82280815,684.9,1,,
T,10/16/2020 15:14,42.95356384,-78.81946609,691.9,1,,
T,10/13/2020 23:04,42.95078724,-78.82281728,682.7,1,,
T,10/16/2020 15:14,42.95358363,-78.81943073,691.9,1,,
T,10/13/2020 23:04,42.95077442,-78.82279599,683.5,1,,
T,10/16/2020 15:14,42.95354828,-78.81941875,691.9,1,,
T,10/13/2020 23:04,42.95075556,-78.82276431,683.5,1,,
T,10/16/2020 15:15,42.95356986,-78.81942121,691.9,1,,
T,10/13/2020 23:04,42.95074978,-78.82273422,682.7,1,,
T,10/16/2020 15:15,42.95353247,-78.81942133,691.9,1,,
T,10/13/2020 23:04,42.950738,-78.82278836,683.1,1,,
T,10/16/2020 15:15,42.95355965,-78.819437,691.9,1,,
T,10/13/2020 23:04,42.95073494,-78.82283337,683.1,1,,
T,10/16/2020 15:15,42.95358309,-78.81942429,691.9,1,,
T,10/13/2020 23:05,42.95073791,-78.82287327,682.3,1,,
T,10/16/2020 15:16,42.95355927,-78.81940753,691.9,1,,
T,10/13/2020 23:05,42.95074219,-78.82291158,681.3,1,,
T,10/16/2020 15:16,42.95360237,-78.81945446,691.9,1,,
T,10/13/2020 23:05,42.95074659,-78.82295013,681.5,1,,
T,10/16/2020 15:16,42.95355765,-78.81942757,691.9,1,,
T,10/13/2020 23:05,42.9507432,-78.82299104,681.7,1,,
T,10/16/2020 15:16,42.95358528,-78.81942725,691.9,1,,
T,10/13/2020 23:05,42.95073272,-78.82303144,682,1,,
T,10/16/2020 15:16,42.95355689,-78.81941391,691.9,1,,
T,10/13/2020 23:05,42.95071428,-78.82307226,682.1,1,,
T,10/16/2020 15:17,42.95357501,-78.81940877,691.9,1,,
T,10/13/2020 23:05,42.95069332,-78.82310302,681.9,1,,
T,10/16/2020 15:17,42.95354232,-78.81942055,691.9,1,,
T,10/13/2020 23:05,42.95067522,-78.82312448,681.9,1,,
T,10/16/2020 15:17,42.95356411,-78.81943312,691.9,1,,
T,10/13/2020 23:05,42.95066193,-78.82314242,681.8,1,,
T,10/16/2020 15:18,42.95354369,-78.81942164,691.9,1,,
T,10/13/2020 23:05,42.95065431,-78.82317661,680.7,1,,
T,10/16/2020 15:18,42.95356305,-78.81943854,691.9,1,,
T,10/13/2020 23:05,42.95065804,-78.82320193,680.5,1,,
T,10/16/2020 15:18,42.95358626,-78.81942611,691.9,1,,
T,10/13/2020 23:05,42.95066763,-78.82323386,680.2,1,,
T,10/16/2020 15:18,42.9535709,-78.81944234,691.9,1,,
T,10/13/2020 23:05,42.95069064,-78.82327342,679.9,1,,
T,10/16/2020 15:19,42.95358562,-78.81942557,691.9,1,,
T,10/13/2020 23:05,42.95072191,-78.8233233,680.6,1,,
T,10/16/2020 15:19,42.9535445,-78.81938298,691.9,1,,
T,10/13/2020 23:05,42.9507644,-78.82337837,681.2,1,,
T,10/16/2020 15:19,42.9535472,-78.8194296,691.9,1,,
T,10/13/2020 23:05,42.95081503,-78.82344752,681.9,1,,
T,10/16/2020 15:19,42.95357845,-78.81941683,691.9,1,,
T,10/13/2020 23:05,42.95087995,-78.8235403,682.9,1,,
T,10/16/2020 15:19,42.95355906,-78.8194258,691.9,1,,
T,10/13/2020 23:05,42.95096029,-78.82368146,682.4,1,,
T,10/16/2020 15:19,42.95358394,-78.81942222,691.9,1,,
T,10/13/2020 23:05,42.9510366,-78.82377986,682.7,1,,
T,10/16/2020 15:19,42.95356614,-78.81938852,691.9,1,,
T,10/13/2020 23:05,42.9511099,-78.82389251,682.1,1,,
T,10/16/2020 15:19,42.95353176,-78.81939974,691.9,1,,
T,10/13/2020 23:05,42.95117013,-78.82399879,682.1,1,,
T,10/16/2020 15:20,42.95355841,-78.81944654,691.9,1,,
T,10/13/2020 23:05,42.95122779,-78.82412176,682.2,1,,
T,10/16/2020 15:20,42.95357561,-78.8194319,691.9,1,,
T,10/13/2020 23:05,42.95128576,-78.82422754,681.9,1,,
T,10/16/2020 15:20,42.9535555,-78.81944677,691.9,1,,
T,10/13/2020 23:05,42.95133383,-78.82432669,680.9,1,,
T,10/16/2020 15:20,42.95357699,-78.8194587,691.9,1,,
T,10/13/2020 23:05,42.95139334,-78.82442694,679.3,1,,
T,10/16/2020 15:20,42.9535597,-78.81938224,691.9,1,,
T,10/13/2020 23:05,42.95145214,-78.82452627,678,1,,
