latitude,longitude
42.84835798,-78.81252905
42.87177303,-78.80206
42.84985502,-78.80331094
42.87053402,-78.83429998
42.85852621,-78.81325056
42.84169696,-78.82374196
42.85596102,-78.83220605
42.89307531,-78.8392453
42.87173797,-78.86453295
42.86659598,-78.8774649
42.85221719,-78.86425237
42.84845474,-78.82387074
42.89700002,-78.89143498
42.890743,-78.87674297
42.89945498,-78.87711796
42.90028496,-78.86200199
42.88505032,-78.85406239
42.88567499,-78.87437903
42.91124894,-78.86591303
42.89385599,-78.88848799
42.89027297,-78.88181993
42.89197291,-78.87336625
42.89183901,-78.88330897
42.90987601,-78.87710097
42.90632599,-78.88673706
42.894987,-78.88624103
42.88021494,-78.88772956
42.88679717,-78.87815337
42.88991096,-78.87192401
42.89940597,-78.869889
42.87725636,-78.87965048
42.89047099,-78.87517903
42.89767598,-78.88094599
42.90225503,-78.87713704
42.91129702,-78.88202596
42.89941699,-78.87394198
42.901314,-78.89218504
42.91318101,-78.87706702
42.893317,-78.87187597
42.88450723,-78.89047641
42.88317884,-78.87775689
42.91127802,-78.83237799
42.89344897,-78.83715298
42.89552402,-78.82473603
42.91445002,-78.82440504
42.91094804,-78.83907496
42.90575697,-78.839012
42.912635,-78.81370406
42.88975601,-78.80497501
42.88963704,-78.84401399
42.90311499,-78.82192004
42.90356901,-78.831741
42.90842604,-78.82423303
42.90738401,-78.84807201
42.90613504,-78.80432102
42.89703098,-78.84118593
42.91668799,-78.80360395
42.90516201,-78.81155397
42.88500097,-78.83922096
42.90558197,-78.84807598
42.90806996,-78.81495707
42.91462297,-78.83911894
42.92540792,-78.88987811
42.95502086,-78.89860017
42.91804639,-78.87721664
42.940305,-78.84332595
42.92323902,-78.87700899
42.95292401,-78.90547197
42.93823203,-78.88985994
42.91677002,-78.89056103
42.91533302,-78.88764494
42.947729,-78.85896901
42.94760793,-78.86878004
42.94767405,-78.85309399
42.93588398,-78.85100905
42.93338699,-78.87703599
42.9324277,-78.89142242
42.93210605,-78.89154575
42.93225695,-78.88885301
42.95151197,-78.86886696
42.94775002,-78.86426394
42.940565,-78.878636
42.94194998,-78.86789301
42.94043299,-78.85074003
42.93377204,-78.8611529
42.95862602,-78.87853202
42.95782404,-78.90321996
42.93287733,-78.87468118
42.95616099,-78.90714595
42.91520402,-78.89323399
42.91534497,-78.86441502
42.924084,-78.88616994
42.91519505,-78.89944602
42.94758206,-78.88391857
42.94116003,-78.81364504
42.945857,-78.813667
42.92544895,-78.81366096
42.94802699,-78.82515594
42.92213599,-78.82911901
42.92199798,-78.84696105
42.91471201,-78.84808698
42.93372268,-78.83936768
42.91111296,-78.85397401
42.91496299,-78.85398899
42.95145204,-78.82558299
42.92262272,-78.80693035
42.94026103,-78.83797596
42.94094597,-78.80630395
42.94957801,-78.82767504
42.94920798,-78.82163602
42.95485399,-78.82775598
42.93903798,-78.83930501
42.94762003,-78.82995002
42.95307198,-78.82377204
42.94583204,-78.81085198
42.93796502,-78.81362193
42.94215096,-78.80334401
42.92256703,-78.82428995
42.93311097,-78.81364694
42.927058,-78.81841903
42.92259415,-78.8134966
42.93590899,-78.81870895
42.919346,-78.85398399
42.92275504,-78.80337003
42.93224402,-78.84665699
42.92985897,-78.81364793
42.87840072,-78.86381611
42.91139698,-78.81680099
42.91482198,-78.80826593
42.90362696,-78.83617698
42.927484,-78.83930097
42.93606896,-78.83909733
42.92227299,-78.86733003
42.903717,-78.84357996
42.93918499,-78.831532
42.917462,-78.86227705
42.92063604,-78.86405206
42.91589099,-78.89047099
42.93909099,-78.88750706
42.92792504,-78.87701302
42.894008,-78.83451803
42.89628699,-78.81896502
42.91250099,-78.88842101
42.91420098,-78.88506596
42.94373304,-78.81758797
42.91448498,-78.82778001
42.90207896,-78.85397197
42.85320301,-78.80722001
42.94968298,-78.90380094
42.87877187,-78.88323689
42.87631343,-78.8785217
42.87763082,-78.87862077
42.89222098,-78.877913
42.92533802,-78.84950403
42.94388799,-78.84409797
42.93273601,-78.82918296
42.93183066,-78.90021886
42.89668284,-78.89957617
42.91312146,-78.90286583
42.89771972,-78.86955489
42.89694701,-78.86552602
42.8858527,-78.87924695
42.87452634,-78.85105684
42.89390983,-78.87585176
42.84330866,-78.85932712
42.891297,-78.87989299
42.90640801,-78.900295
42.90100903,-78.84241303
42.90496777,-78.84111618
42.90736904,-78.81261404
42.94340699,-78.81365305
42.88185504,-78.85391796
42.95729299,-78.896705
42.86783027,-78.81307121
42.9402193,-78.81352936
42.94884505,-78.8138232
42.88161363,-78.87473304
42.88305239,-78.8751375
42.88896306,-78.87580216
42.88772821,-78.87923088
42.90224195,-78.86648296
42.87650467,-78.8496188
42.91519172,-78.90280199
42.89016881,-78.87307699
42.89139046,-78.87241464
42.90722101,-78.83906504
42.90927501,-78.83906801
42.91192897,-78.83907603
42.91313802,-78.83908003
42.90985409,-78.81361965
42.92261878,-78.81052791
42.87715911,-78.87621598
42.91914473,-78.80768042
42.91869185,-78.81357252
42.93732801,-78.81288201
42.94449328,-78.81767196
42.94008185,-78.81079769
42.94741039,-78.81365495
42.94009096,-78.82291294
42.88927868,-78.87331536
42.88861216,-78.87341125
42.88721527,-78.87386554
42.88704354,-78.87283189
42.93505698,-78.81364101
42.95250483,-78.83234039
42.9525809,-78.83347407
42.87177065,-78.83709791
42.89464438,-78.82986562
42.90409297,-78.90159411
42.90175683,-78.90122166
